gnd,surname,prename,name_complete,gender,biography_1,bibliography_1,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
12761009X,Cornelius,Auguste,Cornelius Auguste,female,.,"‒ Molière, Der eingebildete Kranke. Lustsp. in 3 Aufz. Übers. Leipzig, Ph. Reclam jr. n –.20 ‒ Molière, Der Geizige. Lustsp. in 5 Aufz. Übers. Ebda. n –.20 ‒ Molière, Der Misanthrop. Lustsp. in 5. Aufz. Deutsch von E. Schröder. Übers. Ebda. n –.20 ‒ Molière, Die Gezierten. Lustsp. in 1 Aufz. Ebda. n –.20 ‒ Molière, Georg Dandin od. der betrogene Ehemann. Lustsp. in 3 Aufz. Ebda. n –.20",Cornelius Auguste,"Ps. Paul Dido, wurde 1841 in Darmstadt geboren, und starb in Darmstadt am 1. Dezember 1890. Sie wirkte auch als Übersetzerin aus dem Französischen und Englischen.","‒ Das Kind, wie es weint und lacht. 4. (8 Chromol. m. Text.) Wesel 1885, Düms. –.50 ‒ Das Kleeblatt. 1888. ‒ Das Riesenkind. Märchen. 8. (6 Chromol. m. Text) Wesel 1887, Düms. –.10 ‒ Der kleine Peter u. anderes. 2 Sorten. 4. (à 12 Bl. m. Chromol.) Ebda. 1889. à 1.– ‒ Der Kobold. Märchen. 8. (6 Chromol. m. Text.) Ebda. 1887. –.10 ‒ Der neue Struwwelpeter. 2 Sorten. 4. (à 10 Chromol. m. Text.) Ebda. 1887. à 1.– ‒ Der Struwwelpeter od. lust. Geschichten f. Kinder v. 3–6 Iahren. 4. (25 Chromol. m. Text.) Ebda. 1887. geb. 1.80 n. 3.– ‒ Die erkannten Götter. Lustsp. 1867. ‒ Dramatische Studien. Lustsp. 1867. ‒ Eine blinde Frau. Lustsp. 8. (20) Berlin 1865, Hayns Erben. –.50",Cornelius Auguste,"Cornelius, Auguste. Er will auf die Bühne. Lustsp. 1867.","‒ Glückliche Kinderzeit. 4. (32 m. farb. Abbildgn.) Wesel 1886, Düms. geb. 1.50 ‒ Goldmäuschen. Märchen. 8. (6 Chromol. m. Text.) Ebda. 1887. –.10 ‒ Kleine Erzählungen für Knaben u. Mädchen. 4. (16 in. 8 Farbendr.) Ebda. 1888. 1.– ‒ König u. Dichter. Schausp. 16. (81) Leipzig 1868, Ph. Reclam jr. –.20 ‒ Nur ein Held. Schwank. 8. (19) Wien 1877, Wallishausser. 1.– ‒ Peter Stehauf u. and. lust. Geschichten f. Kinder v. 3–6 Iahren. 20. Taus. 4. (25 Chromol. m. Text.) Wesel 1890, Düms. kart. 1.80 u. 3.– ‒ Platen in Venedig. Lustsp. 16 (34) Leipzig 1869, Ph. Reclam jr. –.20 ‒ Sonnenschein u. Regen. 4. (8 Chromol. m. Text.) Wesel 1886, Düms. –.50 ‒ Wo ist der Kuchen? u. and. droll. Geschichten f. Kinder v. 3–6 Iahren. 4. (16 Farbendr. m. Text.) Ebda. 1890. 1.50 u. 2.–",Dido Paul,s. Auguste Cornelius. Nachtrag. Werke s. Band I.,.,.,.,.,.,.,.
139577351,Corony,Frl. Blanda,Corony Blanda,female,"Ps. Leo Schellbach und Rod. Freimund, Halle a. S., Grosse Steinstrasse 46, in Wien als die Tochter eines Hofund Gerichts-Advokaten geboren, hatte sie Gelegenheit, den Unterricht ausgezeichneter Lehrer zu geniessen, die den Sinn für Kunst und Litteratur in ihr weckten und sorgfältig pflegten. Sie verlor beide Eltern ziemlich früh, nahm bleibenden Wohnsitz in Halle a. S. und griff zur Feder. Im Iahre 1888 erschienen ihre ersten Novellen in der »Allgemeinen Modenzeitung« Leipzig, und 1889 wurde ihr","‒ Frauen-Rache. Rom. 8. (790) Leipzig 1892, A. H. Payne. n 6.–",Schellbach Leo,Biographie und Werke s. Blanda Corony.,.,.,.,.,.,.,.,.,.,.,.,.,.
1018621113,Crepaz,Frau Adele,Crepaz Adele,female,"Wien I, Bauermarkt 14. Als Tochter eines höheren Staatsbeamten, in Brünn den 24. Oktober 1849 geboren, bekundete sie ihre poetische Begabung schon in frühester Jugend. Sie schrieb Gedichte, Novellen, Dramen, Studien und Aphorismen, ohne jedoch mit diesen litterarischen Versuchen in die Öffentlichkeit zu treten. Mit dem Hofund Gerichtsadvokaten Dr. Giacomo Crepaz vermählt, widmete sie sich mit voller Hingebung ihrem Familienglück; erst, als ein unerbittliches Geschick ihr ihre beiden heissgeliebten Kinder entriss, suchte sie Trost in ihrer litterarischen Begabung. 1884 veröffentlichte Anzengruber in der von ihm damals redigierten Heimat ihre erste Novelle: »Ein Kindeswort«. Bald darauf brachte die »N. III. Zeitung« Novelletten und Studien aus ihrer Feder. Seitdem sind ihre litterarischen Arbeiten in vielen Zeitschriften des Inund Auslandes erschienen. Aufsehen erregte ihre 1892 bei Karl Reissner in Leipzig erschienene Broschüre: »Die Gefahren der Frauen-Emanzipation.« Dieselbe erschien auf Gladstone's Wunsch in englischer Übersetzung in London und New-York und wurde bei der Weltausstellung in Chicago mit Diplom und Medaille ausgezeichnet. Gegenwärtig arbeitet die Verfasserin, welche auch aus dem Französischen, Englischen und Italienischen übersetzt, an einem grösseren Werke, welches der Frau als Mutter gewidmet ist.","‒ Die Gefahren der Frauen-Emanzipation. Ein Beitrag zur Frauenfrage. 8. (55) Leipzig 1892, C. Reissner. n 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
118893416,Croissant-Rust,Frau Anna,Croissant-Rust Anna,female,"Brannenberg bei Rosenheim in Oberbayern, ist den 10. Dezember 1860 zu Dürkheim in der Rheinpfalz als Tochter des dortigen Salineninspektors geboren und heiratete 1888 den Ingenieur Hermann Croissant. Geistige Anregung hat sie besonders in dem schriftstellerischen Kreise der Jung-Deutschen empfangen. Ausser den Buchausgaben erschien Verschiedenes von ihr zerstreut in Zeitschriften, wie z.B. in »Zur guten Stunde«.","‒ Der Bua. Oberbayerisches Volksdrama in 4 Akten. 8. (102) Berlin 1897, Schuster & Löffler. 1.50 ‒ Der Kakadu u. Prinzessin auf der Erbse. Nov. 8. (139) München 1897, August Schupp. bar –.90 ‒ Der standhafte Zinnsoldat. Drama. 8. (94) Berlin 1896, Schuster & Löffler. n 1.50 ‒ Feierabend u. andere Münchener Geschichten. 1. Aufl. 1893, 2. Aufl., Titelzeichng. v. Rich. Scholz. 8. (146) Ebda. (1893) 1896. n 1.–; geb. n 2.– ‒ Gedichte in Prosa. Neue Ausg. Titelzeichng. v. Rich. Scholz. 8. (106) (1893) 1896, Ebda. n 1.–; geb. n 2.– ‒ Lebensstücke. Ein Novellenu. Skizzenbuch. Neue Ausg. Titelzeichng. v. Rich. Scholz. 8. (188) Ebda. 1893. n 1.–; geb. n 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11727741X,Cron,Clara,Cron Clara,female,"(Clara Weise geb. Stock,) geboren den 20. November 1823 in Magdeburg, gestorben den 18. Juli 1890.","‒ Adelaide. Charakterbild f. erwachs. Mädchen u. f. d. Frauenwelt. 4. Aufl. (Wohlf. Ausg.) 8. (238) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Auf u. ab. Neue Nov. 3. Aufl. 8. (276) Berlin 1890, Bibliographische Anstalt, A. Warschauer. geb. n 3.– ‒ Dasselbe. 4 Aufl. (Wohlf. Ausg.) (243) 1895. kart. 1.50 ‒ Das Glückskind. Erzählg. f. d. Mädchenwelt. 3. Aufl. 8. (256) Berlin 1889, Neufeld & Henius. geb. n 5.– ‒ Dasselbe. 4. Aufl. (Wohlf. Ausg.) 8. (237) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. n 1.50 ‒ Das Vaterunser in Lebensbildern. 16. (286) Stuttgart 1866, Schmidt & Spring. geb. 3.– ‒ Der Liebling. Erzählg. f. d. Mädchenwelt. 8. (296) Berlin 1887, Neufeld & Henius geb. n 4.– ‒ Dasselbe. 6. Aufl. (Wohlf. Ausg.) 8. (239) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Der Weg z Glück. Erzählg. f. d. reif. weibl. Jugend. 2. Aufl. 12. (282) Stuttgart 1889, Schmidt & Spring. geb. 4. – ‒ Des Herzens Heimat. Erzählg. f. erwachs. Mädchen u. f. d. Frauenwelt. 3. Aufl. 8. (287) Berlin 1888, Neufeld & Henius. geb. n 5.– ‒ Dasselbe. 4. Aufl. (Wohlf. Ausg.) 8. (239) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Die Auserwählte. Erzählg. f. d. Mädchenwelt. 8. (202) Berlin 1890, Neufeld & Henius. geb. n 4.– ‒ Dasselbe. (Wohlf. Ausg.) 8. (212) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Die Erbin von Falkenhof. Erzählg. f. d. Mädchenwelt. 8. (318) Berlin 1889, Neufeld & Henius. geb. 4.– ‒ Dasselbe. (Wohlf. Ausg.) 8. (253) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. n 1.50 ‒ Die Freundinnen. Erzählg. f. d. reif. weibl. Jugend. Neue Folge v. »Eva«. 2. Aufl. 8. (200 m. Illustr.) Leipzig 1887, Spamer. n 3.–; geb. n 5.– ‒ Die Geschwister. Erzählg. f. die Mädchenwelt. 3. Aufl. 8. (308) Berlin 1889, Neufeld & Henius. geb. n 5.–",Cron Clara,"Dasselbe. 5. Aufl. (Wohlf. Ausg.) 8. (238) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50","‒ Die Nachbarskinder. (Erzählg. 3. Aufl. 12. (284 m. Titelbild.) Stuttgart 1890, Schmidt & Spring. geb. 4.– ‒ Die Schwestern. 6. Aufl. 12. (276 m. 1 Stahlst.) Ebda. 1892. geb. 4.– ‒ Drei Kränze. Erzählg. 16. (316) Ebda. 1875. geb. 3.– ‒ Echte Kindergeschichten. 2. Aufl. 12. (118 m. 4 L.) Stuttgart 1880, Schmidt & Spring. n 1.50 ‒ Erwachen u. erblühen. Zwei Erzählgn. f. d. Mädchenwelt. Mit der Biographie des Verf. v. E. Ludwig. 8. (261) Berlin 1891, Bibliographische Anstalt, A. Warschauer. geb. in Leinw. n 3.– ‒ Dasselbe. (Wohlf. Ausg.) (239) Ebda. kart. n 1.50 ‒ Eugenie u. ihr Schützling. Erzählg. f. die reifere weibl. Jugend. 2. Ausg. 8. (198 m. H.) Leipzig 1884, Spamer. n 3.–; geb. n 4.50 ‒ Eva od. e. seltsames Vermächtnis. Erzählg. f. d. reifere weibl. Jugend. 2. Aufl. 8. (178) Ebda. 1882. n 3.; geb. n 4.50 ‒ Für Herz n. Geist. Auswahl deutscher Dichtg. f. die Frauenu. Mädchenwelt. 8. (255 m. Abbildgn.) Berlin 1892, Bibliographische Anstalt, A. Warschauer. geb. m. Goldschn. n 7.50 ‒ Goldene Mitte. 2. Aufl. 16. (320) Stuttgart 1874, Schmidt & Spring. geb. n 3.– ‒ Im Hause d. Herrn Geheimrat. Erzählg. f. d. Mädchenwelt. 8. (259) Berlin 1888, Neufeld & Henius. geb. n 4.– ‒ Dasselbe. (Wohlf. Ausg.) 8. (237) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ In der Schule des Lebens. Erzählg. in Briefen. 12. (262) Stuttgart 1876, Schmidt & Spring. geb. 4.50 ‒ Lebensbilder f. Vierzehnjährige. 16. (249) Ebda. 1870. geb. 3.– ‒ Lenora. Erzählg. f. d. Mädchenwelt. 4. Aufl. 12. (244) (1882) 1891, Berlin, Bibliographische Anstalt, A. Warschauer. geb. n 3.– ‒ Dasselbe. (Wohlf. Ausg.) 8. (233) Ebda. 1895. kart. 1.50 ‒ Lenoras Sorgen. Aus Briefen an e. Freundin. Für erwachsene Töchter. 8. (224) Stuttgart 1882, Richter & Kappler. geb. nn 4.50 ‒ Licht u. Schatten aus dem Leben junger Mädchen. 3. Aufl. 12. (332 m. 1 Titelbild.) Stuttgart 1892, Schmidt & Spring. geb. 4.– ‒ Mädchenleben. Ein Tagebuch. 6. Aufl. 12. (266 m. Titelbild.) Ebda. 1890. geb. 4.– ‒ Magdalenens Briefe. 5. Aufl. 12 (323) Ebda. 1889. geb. 4.– ‒ Maria Wernau. Erzählg. f. d. Mädchenwelt. 3. Aufl. 8. (311) Berlin 1891, Bibliographische Anstalt, A. Warschauer. geb. n 3.– ‒ Dasselbe. (Wohlf. Ausg.) 8. (239) Ebda. 1895. kart. 1.50 ‒ Martina u. Gertrud. Erzählg. in Briefen f. erwachsene Töchter. 8. (218) Leipzig 1883, Bredow. n 4.–; geb. n 5.– ‒ Dasselbe. 3. Aufl. (Wohlf. Ausg.) 8. (223) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Mary. Mädchenspiegel in Briefen. 2. Aufl. 16. (304) Stuttgart 1874, Schmidt & Spring. geb. n 3.– ‒ Prüfungen. 3. Aufl. 8. (284) Ebda. 1888. geb. n 4.– ‒ Regina. Erzählg. f. erwachs. Mädchen u. d. Frauenwelt. 3. Aufl. 8. (320) Berlin 1888, Neufeld & Henius. geb. n 5.50 ‒ Dasselbe. 4. Aufl. (Wohlf. Ausg.) 8. (237) Berlin 1895, Bibliographische Anstalt A. Warschauer., kart. 1.50 ‒ Rosen u. Dornen. Gesammelte Nov. 8. (232) Magdeburg 1873, E. Baensch. n 4.50 ‒ Dasselbe. (Wohlf. Ausg.) 8. (239) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Schloss Wendsheim. Erzähl. f. erwachs. Mädchen u. f. d. Frauenwelt. 3. Aufl. 8. (384) Berlin 1888, Neufeld & Henius. geb. n 6.– ‒ Dasselbe. 5. Aufl. (Wohlf. Ausg) 8. (250) Berlin 1895, Bibliographische Anstalt, A. Warschauer. kart. 1.50 ‒ Unika. Eine Erzählg. 2. Aufl. 8. (252) Stuttgart 1888, Schmidt & Spring. geb. n 4.– ‒ Wilstedt. Erzählg. in Briefen. 2. Aufl. 8. (226) Ebda. 1882. geb. n 3.– ‒ Zwei Töchter. Erzählg. f. die reif, weibl. Jugend. 2. Aufl. 8. (288) Ebda. 1888. geb. n 4.–",Stock Clara,s. Klara Cron.,.,.,.,.,.,.,.,.,.,.
116740922,Croon-Mayer,Frau Emma,Croon-Mayer Emma,female,"geb. Mayer, Aachen, Annastrasse 56, ist am 16. Juli 1841 in Eupen in der Rheinprovinz geboren und mit dem Naturforscher R. v. Mayer in Heilbronn nahe verwandt. Schon früh zeigte sich ihre stark poetische Begabung, welche die dem schwäbischen Stamme eigene Gemütsinnerlichkeit mit dem heiteren, warmblütigen Naturell der Rheinländerin vereinigte.","‒ Blätter u. Briefe von E ... C ... Aachen, Carl Mayer. (70) ‒ Freya. Eine vaterländ. Dichtg. 8. (86) Vergriffen. Danzig 1888, Hinstorff. n 1.50; geb. n 2.50 ‒ Johannes v. St. Gallen. Ein Pilgerlied. 8. (160) Dresden 1892, E. Pierson. n 2.–; geb. m. Goldschn. n 3.– ‒ Kinderbilder. Meinen Töchtern gewidmet. Von E. L. C. (170) Aachen, Carl Mayer. geb. 4.– ‒ Liederborn. Gedichte. 2. Aufl. 8. (171) Oldenburg 1887, Schulzesche Hofbuchhandlung. n 3.–; geb. n 4.– ‒ Dasselbe. 3 Auflage, illustriert. (202) Leipzig 1897, Gustav Köhler. brosch. 3.–; geb. 5.– ‒ Dasselbe anonym als Manuskript gedruckt. Aachen, Carl Mayer. ‒ Um der Wahrheit willen. Rom. 8. (336) Berlin 1896, C. Vogtsche Buchhandlung. brosch. n 3.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1050537971,Cubäus,Olga,Cubäus Olga,female,"Ps. L. v. Grumbach, Weimar, Prellerstrasse 3. Sie ist am 23. November 1854 als Tochter eines Geistlichen in Grumbach bei Langensalza geboren. Bis zu ihrem 26. Iahre lebte sie in Werke s. L. v. Grumbach.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
126243220,Cuno,Emma,Cuno Emma,female,"Frau, geb. Neustetel, Überlingen am Bodensee, Villa Bilfinger, ist in Hanau den 14. Juli 1823 geboren und hat 120 Kinderund Jugendschriften geschrieben. Als Witwe des Geheimen Baurats Cuno (1893) lebte sie früher in Wiesbaden.","‒ Das Missionswerk des Herrn an Israel. (30) Karlsruhe 1865. ‒ Der Arbeiter ist seines Lohnes wert. (106) Karlsruhe 1876. ‒ Die gefundene Perle. Wahres u. Erlebtes. 16. (64) Karlsruhe 1878, Wiesbaden, RodrJan. geb. n 1.50 ‒ Eduard Heinrich Cuno, Blicke in seine geistige Werkstätte. (130) Stuttgart 1896. 1.– ‒ Erinnerungsblätter aus Neuenahr. 8. (21) Mülheim 1872, Barmen, Klein. n 1.– ‒ Erstlingsgaben. Eine Sammlg. v. Nonnenweierer Erzählgn. 16. (163 m. 12 H.) Barmen 1870. Klein. n 1.20 ‒ Thautropfen der Liebe an Israel. (32) Karlsruhe 1855.",Cuno Emma,"Überlingen a. Bodensee, geboren den 14. Juli 1823 zu Hanau als Tochter eines Juristen, der sich bei einer Löscharbeit ein Leiden zuzog, dem er in Nizza erlag, als Emma 1 Iahr, ihre Schwester Mathilde 2 Iahre alt war. Die 20jährige Witwe zog mit ihren Kindern nach Heidelberg, wo E. aufwuchs; in Stuttgart erhielt sie ihre weitere Ausbildung. Sie empfing von ihrer Mutter, der nachmaligen Gründerin des Mutterhauses für Kinderpflege in Nonnenweier bei Lahr, Baden, eine sorgfältige Erziehung. Schon als junges Mädchen begann E. schriftstellerisch thätig zu sein. Sie schrieb kleine Geschichten, die in Broschürenform erschienen, (1, 2 Bogen stark) und zu 3 Kreuzern verkauft wurden. Diese fanden einen ungeheuren Absatz und spornten die Verfasserin, welche Mitarbeiterin an verschiedenen Zeitschriften wurde, zur erhöhten Thätigkeit an. 1860 vermählte sich E. mit dem Bauinspektor Eduard Cuno in Saarbrücken, der als Geh. Regierungsrat i. P. 1893 in Stuttgart starb. Weitere Werke s. Band I.","‒ Aus der Fremde in die Heimat. 8. Aufl. 32. (16) Karlsruhe 1879, F. Gutsch. –.10 ‒ Das Missionswerk des Herrn an Israel 32. (30) Ebda. 1865. ‒ Der Arbeiter ist seines Lohnes wert. 12. (106) Ebda. 1876. ‒ Der Geistliche im Gefängnis. 9. Aufl. 32. (16) Lahr 1896, Ernst Kaufmann. –.10 ‒ Der grosse Christoph 2. Aufl. 32. (16) Ebda. 1887. –.10 ‒ Des Soldaten letzte Nacht. 4. Aufl. 32. (15) Ebda. 1887. –.10 ‒ Die Friedensboten in Säckingen. 82. (16) Ebda. 1888. –.10 ‒ Die weisse Stube. 3. Aufl. 32. (20) Ebda. 1895. –.10 ‒ Elisabeth. 32. (16) Ebda. 1888. –.10 ‒ Gretchen-Nelly. 32. (16) Ebda. 1896. –.10 ‒ Hildegard. 3. Aufl. 32. (16) Ebda. 1892. –.10 ‒ Komm' und sieh'! 32. (19) Karlsruhe 1875, F. Gutsch. –.10 ‒ Lüge nicht. 3. Aufl. 32. (16) Lahr 1896, Ernst Kaufmann. –.10 ‒ Nur treu, nur treu! Ein Wort der Liebe für die Missionsu. Heiden-Kinder. 11. Aufl. 32. (12) Ebda. 1888. –.10 ‒ Regina, Julie Ialberg, Gründerin des Mutterhauses für Kinderpflege in Nonnenweier. (32) 1889. –.25 ‒ Rosa u. Lina. 32. (15) Ebda. 1896. –.10 ‒ Treu im kleinen. 3. Aufl. 32. (15) Ebda. 1892. –.10",.,.,.,.,.,.,.,.,.,.,.,.
101140576,Cuno,Louise,Cuno Louise,female,"Bewegte Tage. Bilder aus dem 16. Iahrh. 8. (351) Marburg 1880, Elwerts Verlag. n 3.60","‒ Conrad v. Marburg. Ein Sucher der Ketzer u. ein Mehrer des Christenglaubens. Bilder aus dem 13. Iahrh. 8. (318) Marburg 1877, Braun. n 3.– ‒ Das Gericht unter der Linde auf dem Leineberge zu Göttingen. Eine Geschichte aus dem 14. Iahrh. 8. (56) Hildesheim (1. Aufl. 1886), Gerstenberg. n 1.– ‒ Dasselbe. 2. Aufl. 1889, Marburg, Elwerts Verlag. n 1.– ‒ Der Weg zur Himmelsthür. Eine poetische Erzählg. f. Kinder. 2. Aufl. 16. (31) Marburg 1876, Braun. n –.25 ‒ Seufzer u. Jubel-Lieder auf der Pilgerreise. 8. (256) Marburg 1888, Elwerts Verlag. n 2.60; geb. n 3.60 ‒ Stiller Einfluss. Eine Erzählg. aus dem Arbeiterleben. 8. (33) Ebda. 1879. n –.30",Cuno Luise,"geb. Wolf, geboren den 11. November 1835 in Barmen, Schwägerin der Schriftstellerin Emma Cuno (siehe diese), gestorben den 21. Januar 1887. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
1023591839,Dalmer,Frau Rittmeister,Dalmer Helene,female,"Helene geb. Grützmacher, Blankenburg a. H., Helenenstrasse, wurde am 19. April 1860 zu Carwitz in Pommern auf dem väterlichen Gute geboren und verheiratete sich 1879 mit dem damaligen Dragonerlieutenant Dalmer. Erst spät erwachte in ihr der Drang zu schreiben, und hat sie, wenn auch durch häufiges Kränkeln viel abgehalten, schnell nacheinander, ausser einigen Novellen und kleineren Erzählungen, folgende Bücher veröffentlicht:","‒ Aus den Bergen. Erzählgn. f. Kinder u. deren Freunde. 8. (250 m. 5 Bildern) Altenburg 1895, St. Geibel. geb. n 3.– ‒ Die Berghäusler. Eine Tiroler Geschichte für die Jugend. (5 farb. Bildern.) Stuttgart 1897, Süddeutsches Verlagsinstitut. geb. n 3.– ‒ Geteilte Lose oder: Die Waise u. das Kind des Glücks. Eine Erzählg. f. junge Mädchen. 8. (254 m. 2 Bildern) Altenburg 1896, St. Geibel. geb. n 3.– ‒ Heimat u. Fremde. Erzählg. aus dem Volke. 8. (144) Berlin 1897, Verlag der Stadtmission. 1.20; geb. 2.–",Dalmer Helene,"Der Holzhüter Klaus. Weihnachtserzählg. 12. (24) Dessau 1897, Buchhandlung des Evangelischen Vereinshauses. –.10 Biographie u. weitere Werke s. Band I.","‒ Die Berghäusler. Eine Tirolergeschichte f. d. Jugend. 8. (188 m. 5 farb. Bildern) Stuttgart 1897, Süddeutsches Verlags-Institut. geb. 3.–",.,.,.,.,.,.,.,.,.,.,.,.
12454858X,Daniel,Auguste,Daniel Auguste,female,"Karola. Aus dem Engl. d. Hesba Stretton. 8. (317) Gotha 1884, F. A. Perthes. geb. 4.60",‒ Die Schatzmeister d. Herrn. Aus dem Engl. d. Hesba Stretton. 8. (210) Ebda. 1885. geb. 4.– ‒ Schwester Dora. Von Margaret Lonsdale. 8. (249) Ebda. 1881. geb. 3.40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
132072823,Daszynska,Dr,Daszynska Sophie,female,"Sophie. Die Frauenfrage in Polen. 8. (55 m. 2 Bildnissen. Wien 1892, Bermann & A. nn –.60",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116037970,Davidis,Henriette,Davidis Henriette,female,"Der Beruf der Jungfrau. Eine Mitgabe für Töchter bei ihrem Eintritt ins Leben. 16. Aufl. 1. Aufl. 1862. Leipzig 1897, E. Twietmeyer. geb. m. Goldschn 3.80; Celluloidbd. m. Goldschn. 3.20","‒ Der Gemüsegarten. 4. Aufl. 8. (260) Iserlohn 1859, Bädecker. 2.– ‒ Die Hausfrau. 16. verb. Aufl. Bearb. u. hersgb. v. Emma Heine. Leipzig, E. Twietmeyer. geb. 4.50; m. Goldschn. 5.50 ‒ Die Jungfrau. 16. (203) Bielefeld 1857, Velhagen & Klasing. 2.– ‒ Gedichte. 2. Aufl. 8. (204) Elberfeld 1848, Bädecker. 3.– 1. Aufl. vergriffen. ‒ Kleines Kochbuch f. den bürgerl. u. ländl. Haushalt. Mit selbstgeprüften Rezepten. (Aus »D., die Hausfrau.«) Nach dem Tode d. Verf. bearb. v. Theodore Trainer. 5. Aufl. 8. (174) Bielefeld 1896, Velhagen & Klasing. geb. 1.50 ‒ Kraftküche v. Liebigs Fleischextrakt. 8. (48) Braunschweig 1870, Vieweg & Sohn. n –.50",Davidis Henriette,"Küchenu. Blumengarten f. Hausfrauen. Nach den Monaten geordnet. Nebst e. Anh. üb. hewährte Heilkräfte verschied. Gartengewächse als Hausu. Hilfsmittel. 18. Aufl., durchgesehen u. verm. v. Garten-Insp. I. Hartwig. 8. (440) Leipzig 1896, I. Bädecker. 3.–; geb. n 4.–","‒ Praktische Anweisung zur Bereitung des Rossfleisches. 8. (24) Elberfeld, Bädecker. –.50 ‒ Praktisches Kochbuch f. d. gewöhnl. u. feinere Küche. Fortgeführt v. L. Rosendorf. 31. Aufl. 8. (750) Bielefeld 1891, Velhagen & Klasing. 3.50; geb. 4.50 ‒ Dasselbe. 35 Aufl., v. L. Holle. (764) Ebda. 1896. 3.50; geb. 4.50 ‒ Puppenköchin Anna. Prakt. Kochbuch f. kleine liebe Mädchen. 8. Aufl. 1. Aufl. 1856 12. (136) Leipzig 1891, Verlag der Arbeitsstube. kart. n 1.– ‒ Puppenmutter Anna od. wie Anna sich beschäftigt u. ihren Puppenhaushalt führt. Nebst Erzählgn. für Mädchen von 8–10 Iahren. Mit 4 Farbendrucken v. E. Kepler. 4. Aufl., bearb. v. Emma Heine. Leipzig, E. Twietmeyer. In farb. Kartonband 2.– ‒ Vollständiges Haushaltungsbuch. 1. Tl. 8. (XII, 178) Elberfeld 1850, Bädecker. 2.– ‒ Zuverlässige u. selbstgeprüfte Recepte. 2. verb. u. verm. Aufl. 8. (400) Bielefeld 1846, Velhagen & Klasing. 2.50",Davidis Henriette,"geboren den 1. März 1801 in Wengern a. d. Ruhr, gestorben den 3. April 1876 in Dortmund. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.
116043121,Dechent,Marie,Dechent Marie,female,"Aus dem Leben einer Pfarrfrau. Gedichte. 8. (88) Frankfurt a. M. 1889, Evangelische Buchhandlung (Elsiepen & Lange). n 1.50; geb. n 2.–",.,Dechent Marie,"geboren den 1. September 1817 als Tochter des Arztes Kloss zu Frankfurt a. M., vermählte sich 1845 mit dem evangelischen Pfarrer Johannes Dechent zu Westhofen bei Worms. Nach dem Tode des Gatten kehrte sie in die alte Heimat zurück und lebt jetzt bei ihrer verheirateten Tochter in Düsseldorf. Werke s. Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
